Name,Total-Rate,Worth-Ratio,Phone,City,Region,Street,Quality-Rate,Service-Rate,Decoration-Rate,free internet,hookah,cigarettes,parking-lot,Pose,Free-Delivery,View,BreakFast,Outdoor,Live-Music,Sum-Of-Featurs,Time-Open,Time-Close
نان جم,0,0,2188104715,تهران,یوسف آباد, خیابان اسد آبادی بین 19 و 21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6:00,24:00:00
سوییت آنجل,0,0,2122000189,تهران,خیابان شریعتی," دوراهی قلهک، خیابان بصیری، پلاک 19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,8:00,24:00:00
لتوکافه,0,0,2188495426,تهران,بهار شمالي," خيابان وركش، نرسيده به كوچه سياسي، لتوكافه",0,0,0,0,0,1,0,0,0,1,0,0,0,2,8:00,24:00:00
نامبر 6,0,0,9396666919,تهران,فرشته," خیابان مریم شرقی، خیابان امین، مجتمع smp",0,0,0,0,1,0,0,0,0,1,0,0,0,2,12:00,24:00:00
دنده شیشا,0,1,9123059935,تهران,اندرزگو," نبش کاوه، کنار رستوران ضیافت، کوچه نیکو ، پلاک۱، طبقه ،۱",1,1,1,0,0,0,0,1,0,0,0,0,0,1,11:00,24:00:00
روتیندا,0,5,2122201913,تهران,قیطریه," بلوار صبا، ابتدای خیابان فاطمیه، نبش مهر ۷",5,5,4,1,0,0,0,1,0,0,0,0,0,2,11:00,24:00:00
سی نود,8.1,0,2188867931,تهران,خیابان شهید مطهری," نرسیده به خیابان سهروردی، بین اورامان و سنندج، ساختمان120 طبقه منفی یک، کافه سی نود",0,0,0,0,0,0,0,0,1,0,0,0,0,1,12:00,24:00:00
شانیا,8.2,3,2166341215,تهران,میدان فردوسی," به طرف شرق، خیابان امیرسلیمانی، خیابان مهنا، پلاک2 کافه شانیا",3,3,3,0,1,0,0,0,0,0,0,0,0,1,10:00,24:00:00
ناتور,8.1,1,2188919862,تهران,کریم خان زند," خیابان آبان جنوبی، پلاک 38، طبقه همکف",1,1,1,0,0,0,0,0,0,0,0,0,0,0,8:00,24:00:00
بلینسکی,8.5,5,2186072171,تهران,کریمخان,"ابتدای خیابان ماهشهر،پلاک ۱۱۸",5,5,5,1,0,0,0,1,1,0,0,0,0,3,9:00,24:00:00
چیمنی (پاسداران),7.6,3,2122579490,تهران,خیابان پاسداران, بین گلستان 8و9,4,4,3,0,0,0,0,1,0,0,0,0,0,1,11:00,24:00:00
کرسندو,8.1,5,2188776866,تهران,جردن,"کوچه یزدان پناه،نبش دبیر",4,5,5,0,0,0,0,1,0,0,1,0,0,2,7:00,24:00:00
اودسا,7.5,0,2177228047,تهران,چهارراه سرسبز," خیابان آیت شمالی ، پلاک 856",0,0,0,0,0,0,0,1,0,0,0,1,0,2,12:00,24:00:00
روتا لانژ,8.1,5,2188801330,تهران,میدان ولیعصر," هتل آرامیس، روف روتالانژ",4,4,5,0,1,1,0,1,0,0,0,1,0,4,10:00,24:00:00
کوزی لانژ,6.7,0,2122803557,تهران,ملاصدرا," شیخ بهایی جنوبی، برزیل غربی، پلاک ۱۵۴",0,0,0,0,0,0,0,1,0,0,0,0,0,1,12:00,24:00:00
زی,6.7,3,9309201040,تهران,انقلاب," خیابان فلسطین ، خیابان لبافی نژاد قبل از ابوریحان،پلاک ۸۵",3,4,4,0,0,0,0,1,0,0,0,1,0,2,8:00,24:00:00
اشکبوس,8.1,5,2122722745,تهران,خیابان فرمانیه غربی(لواسانی غربی),"جنب شیرینی فروشی فرمانیه، پلاک ۱۲۱",5,5,5,0,1,1,0,1,0,0,1,0,0,4,8:30,24:00:00
کلاتو,3.8,3,2122785249,تهران,پاسداران," نبش بهستان ۷، پلاک۴۱۸",2,3,2,0,1,1,1,1,0,0,0,0,1,5,12:00,24:00:00
لوئیجی (گیشا),5.2,0,2188269208,تهران,گیشا کوی نصر, بین کوچه 1 و 3 پلاک 26,0,0,0,0,0,0,0,1,1,0,0,0,0,2,10:00,24:00:00
لوئیجی (تیراژه),8.1,5,2188087838,تهران,بزرگراه اشرفی اصفهانی,"مرکز خرید تیراژه،طبقه دوم",5,5,4,0,0,0,1,1,1,0,0,0,0,3,9:00,24:00:00
لیتل ایتالی,8.1,0,9126381730,تهران,شیخ بهایی جنوبی,"بلوار علیخانی،مجتمع ونک پارک،برج دماوند",0,0,0,0,0,0,0,1,0,0,0,1,0,2,13:00,24:00:00
شاه کوه,8.1,0,9334441293,تهران,شمیرانات,اوشان میدان امام علی پانصد متر به سمت تهران,0,0,0,0,1,0,0,1,0,0,1,0,0,3,12:00,24:00:00
کلینیک,6.7,1,2177800716,تهران,چهارراه سرسبز,"آیت شمالی،نبش زمردشرقی،پلاک 901",5,2,4,0,0,0,0,1,1,0,1,1,0,4,8:00,24:00:00
ماتسو لانژ,2.4,2,2122054643,تهران,الهیه," مریم شرقی، پلاک ۶۷",1,1,1,0,0,1,0,1,1,0,1,1,0,5,8:00,24:00:00
دایمند,5.2,0,2188890196,تهران,خیابان نجات اللهی (ویلا)," خیابان فلاح پور، شماره۳۳",0,0,0,0,0,0,0,1,1,0,1,1,0,4,8:00,24:00:00
بلوما,8.2,3,2122425052,تهران,خیابان ولیعصر," خیابان زعفرانیه، موزه تماشاگه زمان",4,5,3,0,0,0,0,1,0,0,1,1,0,3,8:00,24:00:00
عمارت دیباچه,5.8,3,9309045190,تهران,بلوار کشاورز,خیابان نادری تقاطع ایتالیا,3,3,3,0,0,1,0,1,1,0,1,1,0,5,9:00,24:00:00
زهیرا لانژ,6.7,0,2177727065,تهران,تهرانپارس,"پايين تر از فلكه اول،خيابان شهيد حسيني(بهار)،پلاك ٧١",0,0,0,0,0,0,1,1,0,0,0,1,0,3,11:00,24:00:00
روبی,3.1,2,91301725,تهران,میدان نیاوران,"خیابان باهنر،پلاک ۹۹",3,2,2,0,1,0,0,1,1,0,0,1,0,4,12:00,24:00:00
جریان,2.4,0,9373333816,تهران,خیابان فرشته,"خیابان بوسنی هرزوگوین، خیابان دکتر حسابی، باغ موزه هنر ایرانی",0,0,0,0,0,0,0,1,0,0,1,1,0,3,9:00,24:00:00
سیتی تراس,4.6,3,2144341947,تهران,شهران," بلوار کوهسار، پارک جنگلی کوهسار",3,3,4,0,0,0,1,1,0,0,1,0,0,3,11:00,24:00:00
کایا,8.1,0,2186175382,تهران,شهرک غرب," روبه روی میلاد نور، مجتمع ستین سنتر",0,0,0,0,0,0,1,1,1,0,0,0,0,3,12:00,24:00:00
ژابیز لانژ,4.4,3,2188856149,تهران,خیابان ولیعصر," بالاتر از پارک ساعی، نبش خیابان مردوخی",2,2,2,1,1,0,0,1,0,0,0,1,0,4,10:00,24:00:00
هاب,8.2,5,2177677254,تهران,دروازه شمیران," میدان ابن سینا، خیابان مازندران",5,4,5,1,0,0,0,1,0,0,1,0,0,3,9:00,24:00:00
کلندی جلاتو,8.1,0,2188601114,تهران,یوسف آباد,"خیابان اسد آبادی،بین ۴۳ و ۴۵ ،جنب بانک رفاه",0,0,0,0,0,0,0,1,1,0,0,0,0,2,10:00,24:00:00
کانتینر (سعادت آباد),8.1,0,2122140603,تهران,سعادت آباد," میدان فرهنگ، بلوار ۲۴ متری، نبش هفتم شرقی",0,0,0,0,0,0,0,1,1,0,0,0,0,2,8:00,24:00:00
خشت بهشت,8.2,5,2133319225,تهران,خیابان پیروزی," صد دستگاه، پلاک524",4,4,4,0,0,0,0,1,0,0,0,0,0,1,12:00,24:00:00
یونیس,5.2,3,2177060312,تهران,خیابان استخر," بلوار استقلال، جنب پارک پلیس، ابتدا خیابان صاحب الزمان شمالی، پلاک 12، طبقه اول",3,2,3,1,0,0,0,1,0,0,0,0,0,2,11:00,24:00:00
پاگانی,2.4,1,2126650261,تهران,پاسداران," خيابان داوود اسلامی، بالاتر از خيابان گيلان، پلاك 12.2 ، طبقه دوم",1,1,1,1,0,0,0,1,0,0,1,0,0,3,9:00,24:00:00
دانته (مرزداران),5.3,3,2144231372,تهران,بلوار مرزداران," جنب شیرینی ماه بانو، پلاک ١٨٥",1,1,4,1,0,0,0,1,0,0,0,0,0,2,12:00,24:00:00
درچه,7.5,5,2122362882,تهران,سعادت آباد," خیابان کوهستان، مجتمع تجاری اپال طبقه ي ششم",5,4,3,0,0,0,1,1,0,0,1,0,0,3,8:00,24:00:00
سرا (شهرری),8.1,0,0,تهران,شهرری, فودکورت ری لند,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11:00,24:00:00
فروهر,8.1,0,2126753484,تهران,هروی," خیابان گلزار ، نبش کوچه پنجم ، همکف برج گلزار",0,0,0,0,1,1,0,1,0,0,0,0,0,3,8:00,24:00:00
هیرو کام,9.3,5,2146132271,تهران,پونک," ضلع شمالی بلوار همیلا،پلاک39",5,5,5,0,0,0,0,1,0,0,0,0,0,1,10:00,24:00:00
ولفز دن,4.4,5,2140227670,تهران,پاسداران," خیابان پایدار فرد، نبش بوستان دهم",3,3,2,1,0,0,0,1,0,1,0,0,0,3,12:00,24:00:00
لونیکو,8.1,5,2146111341,تهران,بلوار فردوس غرب( ناصر حجازی), روبه روی پارک الهام,4,4,3,1,0,0,0,1,1,0,0,0,0,3,12:00,24:00:00
احرار,8.1,0,2177415614,تهران,خیابان پیروزی," ۱۰۰متر پایین تر از چهار راه کوکا کولا ،نبش خیابان لادن غربی",0,0,0,0,1,1,0,1,0,0,0,0,0,3,17:00,24:00:00
سوئینی,6.8,3,9124506742,تهران,بلوار فردوس غرب," بعد از بهار شمالی، نبش منوچهر غربی",5,4,3,0,0,0,0,1,0,0,0,0,0,1,12:00,24:00:00
دریمر,6.7,3,2188349619,تهران,خیابان کریمخان," خیابان .خردمند جنوبی، ‌کوچه نوشهر، پلاک۳",4,4,4,0,0,0,0,1,0,0,1,0,0,2,9:00,24:00:00
لوکال,4.6,1,2122180511,تهران,ولنجک," میدان دانشگاه، انتهای بلوار دانشجو، روبروی دبستان ایران زمین، پلاک 15.1",1,1,1,0,0,0,1,1,1,0,1,1,0,5,12:00,24:00:00
تک سین,8.2,5,2122362809,تهران,شهرک غرب,"بلوار دادمان،خیابان فخارمقدم،پلاک72",5,5,5,0,0,0,0,1,0,0,0,0,0,1,9:00,24:00:00
میژو,7.4,3,2144078912,تهران,بلوار فردوس شرق," بين رامين و مالكى، پلاك ٢٤٨",4,4,4,1,0,0,0,1,0,0,0,0,0,2,12:00,24:00:00
قوام,8.1,0,2166751622,تهران,خیابان سی تیر,"روبروی کلیسای پطرس،پلاک ۱۱۲",0,0,0,1,0,0,0,1,0,0,1,0,0,3,10:00,24:00:00
رزمیلو,5.5,3,2122494643,تهران,بلوار ارتش شرق," مجتمع خرید پرنیان،طبقه هفتم",3,2,2,1,0,0,0,1,0,1,1,1,0,5,12:00,24:00:00
هفت آسمان,8.2,5,2188564018,تهران,سعادت آباد,"خیابان دریا،نبش مطهری جنوبی",5,5,5,1,1,0,1,1,1,0,0,0,1,6,11:00,24:00:00
ال سولدادو,5.2,0,9125654731,تهران,خیابان شیراز جنوبی," خیابان علیخانی غربی، مجتمع ونک پارک، برج الوند، بال غربی، واحد ۲۹",0,0,0,1,0,0,0,1,1,0,0,0,0,3,8:00,24:00:00
سودا (هتل آتانا),8.1,5,2141912,تهران,میدان فلسطین," ابتدای خیابان طالقانی غربی،پلاک 401 هتل آتانا",3,5,5,1,0,0,1,1,1,0,1,0,0,5,8:00,24:00:00
رایمون,8.1,0,2126601561,تهران,شریعتی," بعد از دولت، نبش سینما فرهنگ، بالای بانک پارسیان، پلاک 1606",0,0,0,1,0,0,1,1,0,0,1,1,0,6,12:00,24:00:00
جیلاردینو,6.2,3,214449205,تهران,پونک,"مجتمع تجاری بوستان،درب اصلی،راه پله ی سمت راست،طبقه2",3,2,2,1,1,1,0,1,0,0,1,1,0,6,10:00,24:00:00
آروما (بهشتی),8.4,5,9372293610,تهران,انتهای خیابان شهید بهشتی," بعد از تقاطع قایم مقام فرهانی، هتل آروما",5,5,5,1,0,1,0,1,0,0,1,0,0,4,9:00,24:00:00
3 تی (کریمخان),6.7,2,2186037498,تهران,کریمخان," خیابان آبان جنوبی، خیابان سپند، پلاک ۶۹",3,3,2,0,0,0,0,1,0,0,0,1,0,2,11:00,24:00:00
کد,8.2,0,2188837955,تهران,خیابان ایرانشهر,"پایین تر از خیابان سمیه،کوچه مهزاد پلاک ۸",0,0,0,1,0,1,0,1,0,0,1,0,0,4,9:00,24:00:00
خیابون,5.3,1,2188171357,تهران,خيابان سهروردي شمالي,"خیابان خرمشهر،خیابان نيلوفر نبش دوم پلاك ١٢",1,1,5,0,1,0,0,1,0,0,0,0,0,2,12:00,24:00:00
بستنی رضا (نارمک),6.1,1,2177818421,تهران,نارمک," گلبرگ غربی، میدان حلال احمر، روبروی پارک فدک",2,1,2,0,0,0,0,1,0,0,0,0,0,1,11:00,24:00:00
ها (ولیعصر),8.1,0,2166959331,تهران,چهارراه ولیعصر,"روبروی تئاتر شهر،کوچه سرمد،پلاک 10",0,0,0,1,0,0,0,1,0,0,0,0,0,2,9:00,24:00:00
آکوآ (پیروزی),7.8,5,2177759063,تهران,خیابان پیروزی," نرسیده به چهارراه کوکاکولا، مجتمع تجاری پانوراما، طبقه منفی ۳",4,4,4,1,0,0,0,1,0,0,1,0,0,3,10:00,24:00:00
ژلینو (ابوذر),4.6,0,2133838444,تهران,بلوار ابوذر," پل پنجم، خیابان ده حقی، نبش کوچه علامه جنوبی، پلاک 137",0,0,0,1,0,0,0,1,0,0,0,0,0,2,9:00,24:00:00
خانه بستنی سی دا (سعادت آباد),6.7,0,2188562371,تهران,سعادت آباد,"میدان فرهنگ،بلوار فرهنگ،نبش کوچه 30",0,0,0,0,0,0,0,1,1,0,0,0,0,2,11:00,24:00:00
خسرو,6.8,3,2144373912,تهران,ستارخان,"خیابان خسرو جنوبی،پلاک40",4,4,4,1,1,0,0,1,0,0,1,1,1,6,11:00,24:00:00
زی کوک,8.2,5,2144667719,تهران,شهرک اکباتان," فاز یک، خیابان شهید حنانی، مرکز تجاری هفت، راهروی پایین",5,5,5,1,0,0,0,1,1,0,0,0,0,3,10:00,24:00:00
رام,7.5,5,2188310636,تهران,خیابان مطهری (تخت طاووس)," خیابان مهرداد، شماره 16",5,5,5,0,0,1,0,1,0,0,1,0,0,3,8:00,24:00:00
عربیکا,5.3,0,2144294216,تهران,اشرفی اصفهانی," فلکه دوم صادقیه، نبش مرودشت",0,0,0,1,1,1,0,1,0,1,1,1,1,8,10:00,24:00:00
مورف,8.1,5,2166955802,تهران,چهارراه ولی عصر,"خیابان مظفر جنوبی،پایین تر از کوچه پشن،نبش ساختمان علاءالدین",5,5,5,1,0,0,0,1,0,0,1,0,1,4,8:00,24:00:00
تاک,5.9,5,2136303030,تهران,پیروزی," نبرد جنوبی، خیابان ده حقی، روبروی دانشگاه آزاد",4,4,3,1,0,1,0,1,0,0,0,1,0,4,11:00,24:00:00
ژوزک (پاسداران),6.7,3,2122093205,تهران,پاسداران," تقاطع داود اسلامی و گلستان پنجم، پلاک 60",3,4,3,1,0,0,0,1,1,0,1,0,0,4,8:00,24:00:00
ژوزک (سهروردی),8.1,0,2122093205,تهران,سهروردی شمالی," خیابان آپادانا (خرمشهر)، پلاک 125",0,0,0,1,0,0,0,1,1,0,1,0,0,4,8:00,24:00:00
ژوزک (تهرانپارس),2.4,0,2122093205,تهران,تهرانپارس," خیابان 142 غربی، بین خیابان رشید و 113، پلاک 108",0,0,0,1,0,0,0,1,1,0,1,0,0,4,8:00,24:00:00
آبمیوه پلاس (دادمان),7.5,3,2188376368,تهران,شهرک غرب," بلواردادمان، نرسیده به پل یادگار،پلاک134",4,4,4,0,0,0,0,1,0,0,0,0,0,1,11:00,24:00:00
نصف جهان (انقلاب),6.7,0,2188845041,تهران,خیابان انقلاب," نرسیده به میدان فردوسی ، جنب سینما فردوسی ، خیابان رامسر ، پلاک ۶",0,0,0,1,0,0,0,1,1,0,1,0,0,4,8:00,24:00:00
مون (دربند),2.4,1,2122755843,تهران,خیابان دربند," خیابان تاجیک، خیابان گلابدره2 ، پلاک 39",1,1,1,1,1,0,0,1,0,0,1,0,0,4,8:00,24:00:00
لو پارک,2.4,0,9011010728,تهران,یوسف آباد," خیابان ۱۹ ، داخل پارک شفق",0,0,0,1,0,0,0,1,0,0,1,0,0,3,8:00,24:00:00
پرشین (سعادت آباد),3.8,0,2122091736,تهران,سعادت آباد," چهارراه سرو، سرو غربی، نبش کوچه آریا",0,0,0,0,0,0,0,1,1,0,0,0,0,2,12:00,24:00:00
پاتوق (سید خندان),7.8,0,2122860815,تهران,خیابان شریعتی, نبش پل سیدخندان,0,0,0,0,0,0,0,1,1,0,0,0,0,2,12:00,24:00:00
سایدا (شهران),5.9,2,2144314051,تهران,خیابان شهران شمالی, ۵۰۰ متربالاتر از فلکه سوم شهران,1,2,1,0,1,1,0,1,0,1,0,0,0,4,11:00,24:00:00
وافل لته (فلاح),7.6,3,21,تهران,فلاح," میدان گلچین ، نبش کوچه احسانی ، پلاک ۱۹۵",3,3,2,0,0,0,0,1,0,0,0,0,0,1,12:00,24:00:00
پلاتو,6.8,3,2144642204,تهران,شهرک اکباتان," فاز ۱، بلوک A1، سوپر۲،پلاک ۹",3,3,2,0,1,1,0,1,0,0,1,1,0,5,11:00,24:00:00
کافه طباخی کاج,5.9,3,2177298917,تهران,تهرانپارس," خیابان فرجام ، مابین خیابان رشید و زرین ، پلاک ۱۶۰",4,4,2,0,0,0,0,1,0,0,1,0,0,2,6:00,24:00:00
برد گیم,4.6,3,2166955334,تهران,خیابان انقلاب," خیابان شهدای ژاندارمری، پلاک68",3,2,2,1,0,0,0,1,0,0,0,0,0,2,16:00,24:00:00
دورهمی,7.9,5,2155774411,تهران,خیابان امامزاده حسن," روبه روی بانک ملی، پلاک 376",4,4,4,1,0,1,0,1,0,0,0,1,0,4,12:00,24:00:00
دکه (شهرک گلستان),5.3,0,2144711333,تهران,شهرک گلستان," 35 متری گلها، نبش یاس دوم",0,0,0,1,1,0,0,1,0,0,0,0,0,3,11:00,24:00:00
خانه فاموری,7.8,3,2166701428,تهران,خيابان جمهوری," قبل از پل حافظ كوچه‌ی گشتاسب، شماره شش",2,2,2,1,0,0,0,1,0,1,0,0,0,3,10:00,24:00:00
فرسکو,5.3,0,2126853108,تهران,نیاوران," خیابان عمار، ساختمان نیاوران",0,0,0,0,1,1,0,1,1,0,1,0,0,5,8:00,24:00:00
راک (سمیه),7.9,5,2188343127,تهران,خیابان مفتح جنوبی," خیابان سمیه ، نبش کوچه مژدهی ،پلاک ۱۲۱/۱",4,4,4,1,0,0,0,1,1,0,1,0,1,5,8:00,24:00:00
چیمنی (وزرا),6.8,3,2188704580,تهران,خیابان عباس آباد(بهشتی)," ابتدای خیابان وزرا(خالد اسلامبولی)، روبروی سینما ازادی،پلاک 12",3,3,2,0,0,0,0,1,1,0,0,0,0,2,7:00,24:00:00
سامیا,5.3,3,2188746363,تهران,انتهای حقانی پلاک 24,,3,4,3,1,0,0,0,1,0,0,0,0,0,2,7:00,24:00:00
لوکال,8.2,5,2122180511,تهران,ولنجک," میدان دانشگاه ، بلوار دانشگاه ، به سمت توچال بعد از باغ گیلاس",4,4,4,0,0,0,1,1,1,0,1,1,0,5,12:00,24:00:00
میتو جلاتو,8.6,5,2122749801,تهران,نیاوران,"خیابان باهنر،پایین تر از سخ راه یاسر به سمت تجریش پلاک ۳۱۸",5,4,4,0,0,0,0,1,0,0,0,0,0,1,11:00,24:00:00
تتو,7.6,5,214404445,تهران,بلوار فردوس شرق,"وفا اذر جنوبي،مجتمع ايريك ، طبقه ٦",4,4,4,1,0,1,0,1,0,1,1,1,1,7,8:00,24:00:00
ژیرا,5.1,2,2188459396,تهران,خیابان بهشتی,"نرسیده به خیابان سهروردی، پلاک ۱۳۰،طبقه دوم",1,1,1,1,1,1,0,1,1,0,1,0,1,7,11:00,24:00:00
ایست,7.3,5,2188823008,تهران,خیابان ایرانشهر," خیابان آذر شهر، پلاک ۲۲ ، طبقه اول",5,5,5,1,0,1,0,1,0,0,1,0,0,4,9:00,24:00:00
دژاوو,3.9,3,2122431570,تهران,مقدس اردبیلی," بین میدان الف و پسیان، پلاک 31",3,2,1,1,0,0,0,1,1,0,1,0,0,4,9:00,24:00:00
چیمنی (دادمان),5.6,3,2188580167,تهران,شهرک غرب," بلوار دادمان، خیابان بهارستان، روبروی مرکز خرید سپهر",3,3,3,0,0,0,0,1,0,0,0,0,0,1,12:00,24:00:00
هرمو (تهرانپارس),5.2,1,2177323987,تهران,تهرانپارس," بین 206 (غلامی) و 208 (ادیب)، پلاک 289",2,2,3,1,1,0,0,1,0,0,0,0,0,3,9:00,24:00:00
ویونا (کوروش),7,3,2144971544,تهران,تهران," بزرگراه ستاری، نبش خیابان پیامبر، مجتمع کورش، طبقه 7",3,3,3,0,0,0,1,1,0,0,1,0,0,3,11:00,24:00:00
