name,nameEN,city,rate,address,phone,time,quality_rate,service_rate,w_to_p_ratio,decor_rate,features
آدیشه لانژ,coffeeshops,tehran,,سعادت آباد، بلوار کوهستان، مرکز تجاری اپال، طبقه دهم,02122381697,12-23:30,0, 0,0,0,"['پارکینگ', 'فضای باز', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
گلزار,coffeeshops,tehran,,میدان هفت تیر،خیابان بهار شیراز،خیابان سلیمان خاطر کوچه گلزار,02188865370,10-24,0, 0,0,0,['دستگاه کارت خوان']
چای (هفت تیر),coffeeshops,tehran,5.3,کریمخان‌زند، خردمند جنوبی، بن‌بست وحدتی‌منش،پلاک ۲,02188832266,13-23,2, 2,4,2,"['فضای باز', 'دستگاه کارت خوان']"
آولی,coffeeshops,tehran,,اندرزگو، نبش علوی پلاک ۲,02122231006,9-22:30,0, 0,0,0,"['صبحانه', 'دستگاه کارت خوان']"
لوف باکس,coffeeshops,tehran,,سعادت آباد، بلوار کوهستان، مرکز تجاری اُپال,02122386812,9-22,0, 0,0,0,"['پارکینگ', 'دستگاه کارت خوان']"
مری,coffeeshops,tehran,,خیابان انقلاب، بعد از دروازه دولت، خیابان رامسر، پلاک ۷,09366239991,10-24,0, 0,0,0,"['صبحانه', 'دستگاه کارت خوان']"
بلوکازا (شمس آباد),coffeeshops,tehran,,شمس آباد،ضلع جنوب شرقی میدان ملت،پلاک745,02122301030,11:30-23:30,0, 0,0,0,"['صبحانه', 'اینترنت رایگان', 'دستگاه کارت خوان']"
بلوکازا (قیطریه),coffeeshops,tehran,,روبروی پارک قیطریه،خیابان حداد،پلاک4,02122245404,11-23:30,0, 0,0,0,"['صبحانه', 'دستگاه کارت خوان']"
یانکی,coffeeshops,tehran,,خیابان قرنی،نبش کریمخان،هتل بلور،طبقه اول,09372293610,17-5,0, 0,0,0,['دستگاه کارت خوان']
سیتو,coffeeshops,tehran,,تهرانپارس،حدفاصل فلکه اول و سه راه,02177880888,12-23,0, 0,0,0,['دستگاه کارت خوان']
حیات هزار افسان,coffeeshops,tehran,,خیابان فلسطین، خیابان بزرگمهر، خیابان برادران شهید مظفر(صبا)، پلاک ۱۲۵,02166981278,10-22,0, 0,0,0,"['صبحانه', 'فضای باز', 'دستگاه کارت خوان']"
فلسفه,coffeeshops,tehran,,خیابان نوفل لوشاتو، نرسیده به ولیعصر، کاشی 87,02166981267,12-23,0, 0,0,0,['دستگاه کارت خوان']
پرولوگ,coffeeshops,tehran,,پاسداران،بوستان دوم،پلاک ۹,02122549556,9-22,0, 0,0,0,"['صبحانه', 'فضای باز', 'دستگاه کارت خوان']"
پروژه (د),coffeeshops,tehran,,روبرو پارک نیاوران، داخل فرهنگسرای نیاوران,02122821044,8:30-22:30,0, 0,0,0,"['صبحانه', 'فضای باز', 'دستگاه کارت خوان']"
لوی لانژ,coffeeshops,tehran,,شمال کاخ نیاوران،ابتدای کاشانک،پلاک۳۸۶,02126118451,12-24,0, 0,0,0,"['فضای باز', 'اینترنت رایگان', 'دستگاه کارت خوان']"
گرویتی,coffeeshops,tehran,6.7,"سعادت آباد,بین میدان کاج و‌میدان فرهنگ،روبروی بیمارستان پارسیان",02122066170,12-24,4, 3,4,4,"['موسیقی زنده', 'سیگار', 'قلیان', 'فضای باز', 'دستگاه کارت خوان']"
اشکبوس,coffeeshops,tehran,8.1,خیابان فرمانیه غربی(لواسانی غربی)،جنب شیرینی فروشی فرمانیه، پلاک ۱۲۱,02122722745,8:30-24,5, 5,5,5,"['صبحانه', 'سیگار', 'قلیان', 'دستگاه کارت خوان']"
پازل,coffeeshops,tehran,,خیابان فاطمی،روبروی هتل لاله,02188997114,8:30-23:30,0, 0,0,0,"['صبحانه', 'فضای باز', 'دستگاه کارت خوان']"
رولکس لانژ,coffeeshops,tehran,,آجودانیه،مجتمع  تجاری عرش,09395408127,12-24,0, 0,0,0,"['موسیقی زنده', 'پارکینگ', 'سیگار', 'قلیان', 'فضای باز', 'اینترنت رایگان', 'دستگاه کارت خوان']"
کلاتو,coffeeshops,tehran,3.8,پاسداران نبش بهستان ۷ پلاک۴۱۸,02122785249,12-24,2, 3,3,2,"['موسیقی زنده', 'پارکینگ', 'سیگار', 'قلیان', 'دستگاه کارت خوان']"
چک موز,coffeeshops,tehran,,نیاوران بعد از سه راه یاسر نرسیده به مژده پلاک ۳۲۰,09102003134,12-24,0, 0,0,0,['دستگاه کارت خوان']
آدورا,coffeeshops,tehran,,اندرزگو، خیابان سلیمی شمالی,02122680036,12-24,0, 0,0,0,['دستگاه کارت خوان']
کارزین (فرودگاه مهرآباد),coffeeshops,tehran,,فرودگاه مهرآباد،ترمینال ۲,02144675066,,0, 0,0,0,"['صبحانه', 'پارکینگ', 'دستگاه کارت خوان']"
کارگاه سفالگری کوره,coffeeshops,tehran,,شهرک غرب،مجتمع تجاری پلاتین،طبقه منفی یک،جنب هایپرمی,02186090174,8:30-23,0, 0,0,0,"['صبحانه', 'دستگاه کارت خوان']"
کارزین (باشگاه انقلاب),coffeeshops,tehran,,مجموعه فرهنگی ورزشی انقلاب،کلوپ صخره‌نوردی,02126216377,8-23,0, 0,0,0,"['صبحانه', 'دستگاه کارت خوان']"
کارزین (نیاوران),coffeeshops,tehran,6.7,مجموعه فرهنگی تاریخی کاخ نیاوران,09046318440,8-22:30,4, 4,4,4,"['صبحانه', 'دستگاه کارت خوان']"
کارزین (شهرک غرب),coffeeshops,tehran,,شهرک غرب ،ایران زمین،باغ راه فدک,09046313850,8-23,0, 0,0,0,"['صبحانه', 'دستگاه کارت خوان']"
کلاور,coffeeshops,tehran,8.1,خردمند شمالی،نبش کوچه سهیلی،پلاک ۱۱۱/۱,02186071182,12-23,5, 5,5,5,"['سیگار', 'دستگاه کارت خوان']"
گیم ریپابلیک,coffeeshops,tehran,,سعادت آباد ، بالاتر از میدان کاج ، خیابان دوم (عبقری) ، داخل پارک شقایق ، ساختمان آجری,02122367630,10-20,0, 0,0,0,"['فضای باز', 'دستگاه کارت خوان']"
بلیتون,coffeeshops,tehran,3.8,نیاوران ، خیابان پور ابتهاج ، نبش خداوردی ، مجتمع لیدو ، طبقه R1,02126470396,17-23,1, 2,4,1,"['پارکینگ', 'اینترنت رایگان', 'دستگاه کارت خوان']"
رابو,coffeeshops,tehran,,شهرک غرب، بلوار دریا، بیست و یک متری گلها، نبش توحید پنجم,02188082597,12-23,0, 0,0,0,"['فضای باز', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
واریو,coffeeshops,tehran,,تهرانپارس،خیابان دماوند، نبش خیابان مهرنامی، پلاک ۲۸۷/۱,02177732149,12-24,0, 0,0,0,"['موسیقی زنده', 'دستگاه کارت خوان']"
وایب,coffeeshops,tehran,6.7,دیباجی جنوبی، کوچه بختیاری، پلاک ۲۱,02122546562,10-19,0, 0,0,0,"['صبحانه', 'فضای باز', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
لوئیجی (گیشا),coffeeshops,tehran,5.2,گیشا کوی نصر، بین کوچه 1 و 3 پلاک 26,02188269208,10-24,0, 0,0,0,"['ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
لوئیجی (تیراژه),coffeeshops,tehran,8.1,بزرگراه اشرفی اصفهانی،مرکز خرید تیراژه،طبقه دوم,02188087838,9-24,5, 5,5,4,"['پارکینگ', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
لوئیجی (شهرک غرب),coffeeshops,tehran,,شهرک غرب،بلوار دادمان،بین کوچه معراج و میلاد،پلاک ١٤٧,02188087838,9-24,0, 0,0,0,"['ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
سرآشپز,coffeeshops,tehran,,چیتگر، بلوار کوهک، مرکز خرید طوبی، آسانسور جنوبی، طبقه 5,02146086959,12-23:30,0, 0,0,0,"['موسیقی زنده', 'پارکینگ', 'قلیان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
لوندر (جردن),coffeeshops,tehran,,جردن،نبش دستگردی،پلاک۹۹,02122414672,7:30-22,0, 0,0,0,"['صبحانه', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
تیسا لانژ,coffeeshops,tehran,,جردن،نبش آرش غربی،ساختمان اکسین،طبقه نهم,02122664161,9-23:30,0, 0,0,0,"['صبحانه', 'پارکینگ', 'دستگاه کارت خوان']"
دیوکس,coffeeshops,tehran,6.8,خیابان ولیعصر،بالاتر از چهار راه ولیعصر،خیابان بزرگمهر،نبش فریمان پلاک ۵۸,02166412840,8-23:30,0, 0,0,0,"['صبحانه', 'دستگاه کارت خوان']"
لنیما,coffeeshops,tehran,6.8,آیت الله کاشانی،سه راه جنت آباد,02146120170,7:30-24,4, 4,4,4,"['پارکینگ', 'دستگاه کارت خوان']"
پرسه در پراگ,coffeeshops,tehran,,شهرک غرب،میدان صنعت،ابتدای خیابان سیمای ایران،ورودی پارکینگ مجتمع تجاری پلاتین،جنب هایپرمی،حیاط مرکزی,02186090112,10-23,0, 0,0,0,"['صبحانه', 'پارکینگ', 'فضای باز', 'دستگاه کارت خوان']"
لیتل ایتالی,coffeeshops,tehran,8.1,شیخ بهایی جنوبی،بلوار علیخانی،مجتمع ونک پارک،برج دماوند,09126381730,13-24,0, 0,0,0,"['فضای باز', 'دستگاه کارت خوان']"
لالچه,coffeeshops,tehran,,کامرانیه شمالی ، نبش شریفی ، ساختمان یاس کامرانیه ، پلاک ۸ ، طبقه۹,02126253796,16-23:30,0, 0,0,0,"['پارکینگ', 'دستگاه کارت خوان']"
کایسر,coffeeshops,tehran,,نياوران،اميرسليمانى،روبروی فرهنگسرای امام خمینی,02122290380,10-23,0, 0,0,0,"['صبحانه', 'پارکینگ', 'سیگار', 'قلیان', 'فضای باز', 'دستگاه کارت خوان']"
ماژول,coffeeshops,tehran,,ستارخان،روبروى حبيب الهي،خيابان تاكستان،پلاک ٧/١,02166550997,9:30-24,0, 0,0,0,"['صبحانه', 'فضای باز', 'دستگاه کارت خوان']"
شاه کوه,coffeeshops,tehran,8.1,شمیرانات،اوشان میدان امام علی پانصد متر به سمت تهران,09334441293,12-24,0, 0,0,0,"['صبحانه', 'قلیان', 'دستگاه کارت خوان']"
آنوبانی,coffeeshops,tehran,,سهروردي شمالی، پايين‌تر از آپادانا(خرمشهر)، نبش كوچه فيروزه، پلاک ٥٤٤,02188750003,12-24,0, 0,0,0,"['فضای باز', 'دستگاه کارت خوان']"
ابتدا,coffeeshops,tehran,,ولیعصر، بالاتر از میدان ولیعصر، کوچه فرخی ، پلاک ۳۵,09354381886,12-23,0, 0,0,0,"['صبحانه', 'سیگار', 'فضای باز', 'دستگاه کارت خوان']"
خانه اطلسی,coffeeshops,tehran,,میدان فلسطین،خیابان طالقانی غرب،خیابان سرپرست بن بست پارس,02166975237,12-23:30,0, 0,0,0,"['صبحانه', 'موسیقی زنده', 'فضای باز', 'دستگاه کارت خوان']"
مُ,coffeeshops,tehran,,خواجه عبدالله،روبروی کوچه13،مجتمع اختر,02122861934,7:30-23,0, 0,0,0,"['ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
بوتیک هتل نظامیه,coffeeshops,tehran,,ميدان بهارستان،خيابان نظاميه،كوچه اصالت،بنبست پنجم,02175904,9-23,0, 0,0,0,"['صبحانه', 'فضای باز', 'دستگاه کارت خوان']"
دیوا,coffeeshops,tehran,8.1,لواسان، بلوار امام خمینی، نبش بوستان اول,02126547133,8-23:30,0, 0,0,0,"['صبحانه', 'فضای باز', 'دستگاه کارت خوان']"
توشات,coffeeshops,tehran,,بلوارکشاورز، خیابان قدس، نرسیده‌ به‌ ایتالیا، کوچه‌ اَمیرشاهی، پلاک 7,02188967962,10-23,0, 0,0,0,"['صبحانه', 'سیگار', 'فضای باز', 'دستگاه کارت خوان']"
عمارت شمسا,coffeeshops,tehran,,میدان انقلاب،کارگرشمالی،کوچه ادوارد براون، پلاک 17,09309909890,10-22,0, 0,0,0,"['صبحانه', 'فضای باز', 'دستگاه کارت خوان']"
کتاب جایی دیگر,coffeeshops,tehran,,شریعتی،جنب مترو قلهک،پلاک ۱۵۰۰,02122603364,9-22,0, 0,0,0,"['صبحانه', 'فضای باز', 'دستگاه کارت خوان']"
جاست فرش,coffeeshops,tehran,,میدان آرژانتین، ابتدای عماد مغینیه، مجتمع تجاری بهاران,02188887222,6:30-22:30,0, 0,0,0,"['صبحانه', 'اینترنت رایگان', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
تهرون کندوان,coffeeshops,tehran,7.5,میدان فردوسی ،خیابان انقلاب ،روبروی استاد نجات الهی (ویلا) کوچه کندوان نبش مهرانی پلاک ۱۹,02166737146,8-23,4, 4,5,4,"['صبحانه', 'سیگار', 'فضای باز', 'دستگاه کارت خوان']"
میتو,coffeeshops,tehran,8.1,بلوار میرداماد،میدان مادر،خیابان شاه نظری،پاساژ محسنی،طبقه دوم,02126705268,12-23,5, 4,4,4,"['پارکینگ', 'سیگار', 'قلیان', 'فضای باز', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
شربت خانه,coffeeshops,tehran,,بازار بزرگ ایران مال،طبقه G2,09100333537,9-23,0, 0,0,0,"['پارکینگ', 'دستگاه کارت خوان']"
کاویچ,coffeeshops,tehran,,اندرزگو،بعد از کاوه به سمت شرق,09125062720,,0, 0,0,0,"['صبحانه', 'دستگاه کارت خوان']"
بورکا,coffeeshops,tehran,,یوسف آباد،جهان آرا ، بین کوچه ۱۶ و ۱۸,02188028851,8:30-23:30,0, 0,0,0,"['صبحانه', 'دستگاه کارت خوان']"
وانیا,coffeeshops,tehran,,خیابان‌شریعتی‌،خیابان‌ملک‌،پلاک‌۲۵,02188430913,9-23,0, 0,0,0,"['فضای باز', 'دستگاه کارت خوان']"
کارنو,coffeeshops,tehran,,سعادت آباد؛خیابان سرو غربی؛خیابان بخشایش خیابان نوزده شمالی؛برج عرفان؛طبقه همکف,02172487,11:30-24,0, 0,0,0,"['فضای باز', 'ارسال رایگان (Delivery)', 'دستگاه کارت خوان']"
اینترنی (ولنجک),coffeeshops,tehran,5.7,ولنجک‌، خیابان چهاردهم‌، پاساژ توچال‌، طبقه اول,09905776910,12-24,3, 2,4,2,"['پارکینگ', 'سیگار', 'قلیان', 'فضای باز', 'دستگاه کارت خوان']"
کتاب (نیاوران),coffeeshops,tehran,,خیابان باهنر،مجموعه کتاب نیاوران,02122285969,,0, 0,0,0,"['فضای باز', 'دستگاه کارت خوان']"
سم بی سم,coffeeshops,tehran,8.3,نیاوران،بعد از سه راه یاسر به سمت تجریش،عمارت سین هشتم،پلاک۳۱۱,02126854627,8:30-23,0, 0,0,0,"['صبحانه', 'فضای باز', 'دستگاه کارت خوان']"
سرای ارغوان,coffeeshops,tehran,,خیابان پیروزی، خیابان اول نیروی هوایی، پلاک3/2,02177401340,10:30-23,0, 0,0,0,"['صبحانه', 'سیگار', 'دستگاه کارت خوان']"
